Aircraft Registration,Trax,Non-Routine/ Complaint/ WO Number,.pdf Document Name,Reported Date,ATA,Sub-ATA,Section,To Section,Station,Plus,mm/ Inch,To Station,Plus,mm/ Inch,Stringer,Plus,mm/ Inch,To Stringer,Plus,mm/ Inch,Water Line,To Water Line,Buttock Line,To Buttock Line,Damage Type,Component,Component,In Limits,In Limits Acc. Maint Data,Repair Performed,Repair Type,Repair Maintenance Data,Dimension:,mm/ Inch,Dimension,mm/ Inch,,mm/ Inch,Blend Repair,Blend Width,mm/ Inch,Blend Length,mm/ Inch,Blend Remaining Thickness,mm/ Inch,"Repair Status (A,B,C, N/A)",Major Repair,
,Defect Report Number,(MRO's reference number),,,,,,,,,,,,,,,,,,,,,,,,PN,SN,IN/OUT,,Y/N,,,(L) ,,(W) ,,Dimension,,Y/N,,,,,,,,Y/N,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Y),,,,,,,,,,,
PH-HSB,,WO 5738544-1,WO 5738544,1/26/2022,57,70,WING RH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155473 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738545-1,WO 5738545,1/26/2022,57,70,WING RH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155470 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738546-1,WO 5738546,1/26/2022,57,70,WING RH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155475 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738547-1,WO 5738547,1/26/2022,57,70,WING RH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155474 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738548-1,WO 5738548,1/26/2022,57,70,WING RH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155469 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738549-1,WO 5738549,1/26/2022,57,70,WING LH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155467 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738550-1,WO 5738550,1/26/2022,57,70,WING LH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155476 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738551-1,WO 5738551,1/26/2022,57,70,WING LH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155468 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738552-1,WO 5738552,1/26/2022,57,70,WING LH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155465 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738553-1,WO 5738553,1/26/2022,57,70,WING LH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155472 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738554-1,WO 5738554,1/26/2022,57,70,WING LH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155471 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738555-1,WO 5738555,1/26/2022,57,70,WING LH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155456 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738556-1,WO 5738556,1/26/2022,57,70,WING RH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155462 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738557-1,WO 5738557,1/26/2022,57,70,WING LH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155458 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738558-1,WO 5738558,1/26/2022,57,70,WING LH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155457 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738647-1,WO 5738647,1/27/2022,55,40,VERT STAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738649-1,WO 5738649,1/27/2022,55,40,HOR STAB L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738660-1,WO 5738660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH-HSB,,WO 5738754-1,WO 5738754,1/27/2022,54,0,NAC RH,,,,,,,,,,,,,,,,,,CRACK,313A2060-46,422834001,OUT,,Y,,RDR No CZT-TAV-22-0066-05B CM 155494,,,,,,,,,,,,,,CAT-A,N,
PH-HSB,,WO 5739011-1,WO 5739011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH-HSB,,WO 5741575-1,WO 5741575,1/2/2022,53,40,44,,578,,,601,,,,,,,,,,,,,CHAFING,,,OUT,,Y,BLEND REPAIR,CZT-TAV-22-0067-06C FAA 8100-9,,,,,,,Y,,,,,,,CAT-B,N,
PH-HSB,,WO 5742565-1,WO 5742565,2/2/2022,55,30,VERT STAB,,,,,,,,,,,,,,,,,,GOUGE,,,OUT,,Y,,CM 155689 refers,,,,,,,,,,,,,,,,
PH-HSB,,WO 5749227-1,WO 5749227,1/30/2022,53,40,46,,727,,,,,,S-1,,,S-2L,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,CZT-TAV-22-0070-02B FAA 8100-9,,,,,,,Y,,,,,,,CAT-B,N,
PH-HSB,,WO 5749520-1-1,WO 5749520-1,2/22/2022,53,40,46,,,,,,,,,,,,,,,,,,CHAFING,,,OUT,,Y,BLEND REPAIR,RDR No CZT-TAV-22-0089-04B,,,,,,,Y,,,,,,,CAT-A,N,
PH-HSB,,WO 5749520-2-1,WO 5749520-2,2/22/2022,53,40,46,,,,,,,,,,,,,,,,,,CHAFING,,,OUT,,Y,BLEND REPAIR,RDR No CZT-TAV-22-0088-04B,,,,,,,Y,,,,,,,CAT-A,N,
PH-HSB,,WO 5749520-3-1 (Panel 194FR),WO 5749520-3,2/22/2022,53,40,46,,,,,,,,,,,,,,,,,,CHAFING,,,OUT,,Y,BLEND REPAIR,,,,,,,,Y,,,,,,,CAT-A,N,
PH-HSB,,WO 5749520-3-1 (Panel 194AR),WO 5749520-3,2/22/2022,53,40,46,,,,,,,,,,,,,,,,,,CHAFING,,,OUT,,Y,BLEND REPAIR,,,,,,,,Y,,,,,,,CAT-A,N,
PH-HSB,,WO 5749520-3-1 (Panel 194AL),WO 5749520-3,2/22/2022,53,40,46,,,,,,,,,,,,,,,,,,CHAFING,,,OUT,,Y,BLEND REPAIR,,,,,,,,Y,,,,,,,CAT-A,N,
PH-HSB,,NR_00007,PH-HSB NR_00007,4/13/2023,53,0,41,,344,,,,,,S-24L,,,S-25L,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 41,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00008,PH-HSB NR_00008,4/13/2023,53,0,43,,380,,,400,,,S-23L,,,,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 41,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00009,PH-HSB NR_00009,4/13/2023,53,0,43,,500,,,500A,,,S-22L,,,,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 41,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00014,PH-HSB NR_00014,4/13/2023,53,0,43,,500C,,,500D,,,S-22L,,,,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 41,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00015,PH-HSB NR_00015,4/13/2023,53,0,43,,500E,,,500F,,,S-23L,,,,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 41,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00016,PH-HSB NR_00016,4/13/2023,53,0,46,,727J,,,,,,S-21L,,,S-22L,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 41,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00019,PH-HSB NR_00019,4/13/2023,53,0,46,,787,,,807,,,S-23L,,,S-24L,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 41,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00020,PH-HSB NR_00020,4/13/2023,53,0,46,,787,,,807,,,S-23L,,,S-24L,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01-2R Repair 38,,,,,,,Y,15,mm,25,mm,"1,94",mm,CAT-A,N,
PH-HSB,,NR_00021,PH-HSB NR_00021,4/13/2023,53,0,46,,787,,,807,,,S-24L,,,S-25L,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01-2R Repair 38,,,,,,,Y,13,mm,17,mm,"1,93",mm,CAT-A,N,
PH-HSB,,NR_00022,PH-HSB NR_00022,4/13/2023,53,0,46,,787,,,807,,,S-20L,,,S-21L,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01-2R Repair 38,,,,,,,Y,20,mm,13,mm,"1,63",mm,CAT-A,N,
PH-HSB,,NR_00023,PH-HSB NR_00023,4/13/2023,53,0,48,,,,,,,,S-14L,,,S-15L,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 38,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00024,PH-HSB NR_00024,4/13/2023,53,0,48,,,,,,,,S-23L,,,S-24L,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 41,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00025,PH-HSB NR_00025,4/13/2023,53,0,47,,907,,,927,,,S-18R,,,,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 41,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00026,PH-HSB NR_00026,4/13/2023,53,0,47,,907,,,927,,,S-18R,,,,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 41,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00027,PH-HSB NR_00027,4/13/2023,53,0,46,,767,,,787,,,S-23R,,,S-24R,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01-2R Repair 38,,,,,,,Y,10,mm,15,mm,"2,44",mm,CAT-A,N,
PH-HSB,,NR_00028,PH-HSB NR_00028,4/13/2023,53,0,46,,747,,,767,,,S-19R,,,S-20R,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01-2R Repair 38,,,,,,,Y,11,mm,17,mm,"1,56",mm,CAT-A,N,
PH-HSB,,NR_00029,PH-HSB NR_00029,4/13/2023,53,0,46,,767,,,787,,,S-24R,,,S-25R,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01-2R Repair 38,,,,,,,Y,20,mm,34,mm,"2,45",mm,CAT-A,N,
PH-HSB,,NR_00030,PH-HSB NR_00030,4/13/2023,53,0,43,,420,,,440,,,S-10R,,,,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01-2R Repair 38,,,,,,,Y,3,mm,38,mm,"1,93",mm,CAT-A,N,
PH-HSB,,NR_00032,PH-HSB NR_00032,4/13/2023,53,0,43,,420,,,,,,S-10R,,,,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01-2R Repair 38,,,,,,,Y,4,mm,70,mm,"2,00",mm,CAT-A,N,
PH-HSB,,NR_00036,PH-HSB NR_00036,4/13/2023,53,0,41,,,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 56-10-02,,,,,,,Y,,,,,,,CAT-A,N,235 mm front FWD Frame edge and 11.5 mm from Upper Frame edge
PH-HSB,,NR_00037,PH-HSB NR_00037,4/13/2023,53,0,41,,,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 56-10-02,,,,,,,Y,,,,,,,CAT-A,N,190 mm front FWD Frame edge and 6.8 mm from Upper Frame edge
PH-HSB,,NR_00038,PH-HSB NR_00038,4/13/2023,53,0,41,,,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 56-10-02,,,,,,,Y,,,,,,,CAT-A,N,9.7 mm front FWD Frame edge and 47 mm from Upper Frame edge
PH-HSB,,NR_00039,PH-HSB NR_00039,4/13/2023,53,0,41,,,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 56-10-02,,,,,,,Y,,,,,,,CAT-A,N,128 mm front FWD Frame edge and 21.9 mm from Upper Frame edge
PH-HSB,,NR_00040,PH-HSB NR_00040,4/13/2023,53,0,41,,,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 56-10-02,,,,,,,Y,,,,,,,CAT-A,N,66 mm front FWD Frame edge and 0.5 mm from Upper Frame edge
PH-HSB,,NR_00041,PH-HSB NR_00041,4/13/2023,53,0,41,,,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 56-10-02,,,,,,,Y,,,,,,,CAT-A,N,0.5 mm front FWD Frame edge and 91 mm from Upper Frame edge
PH-HSB,,NR_00042,PH-HSB NR_00042,4/13/2023,53,0,41,,,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 56-10-02,,,,,,,Y,,,,,,,CAT-A,N,6.5 mm front FWD Frame edge and 229 mm from Upper Frame edge
PH-HSB,,NR_00043,PH-HSB NR_00043,4/13/2023,53,0,41,,203.8,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 40,,,,,,,,,,,,,,CAT-A,N,
PH-HSB,,NR_00044,PH-HSB NR_00044,4/13/2023,53,0,41,,178,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01-2R Repair 38,,,,,,,Y,1,mm,120,mm,,mm,CAT-A,N,
PH-HSB,,NR_00045,PH-HSB NR_00045,4/13/2023,53,0,41,,,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 56-10-02,,,,,,,,,,,,,,,,19.05 mm front FWD Frame edge and 6.8 mm from Upper Frame edge
PH-HSB,,NR_00046,PH-HSB NR_00046,4/13/2023,53,0,41,,,,,,,,S-4R,,,,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 41,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00047,PH-HSB NR_00047,4/13/2023,53,0,41,,348.2,,,,,,S-24R,,,,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 40,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00048,PH-HSB NR_00048,4/13/2023,53,0,43,,500B,,,500C,,,S-3R,,,S-4R,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 40,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00049,PH-HSB NR_00049,4/13/2023,53,0,43,,500C,,,500D,,,S-3R,,,S-4R,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 6 / Boeing Message TAV-TAV-23-0081-10B refers to 8100,,,,,,,,,,,,,,CAT-B,N,
PH-HSB,,NR_00050,PH-HSB NR_00050,4/13/2023,53,0,43,,500E,,,,,,S-3R,,,S-4R,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 41,,,,,,,,,,,,,,CAT-C,N,
PH-HSB,,NR_00051,PH-HSB NR_00051,4/13/2023,53,0,43,,500H,,,500I,,,S-3R,,,S-4R,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 38,,,,,,,,,,,,,,CAT-A,N,
PH-HSB,,NR_00052,PH-HSB NR_00052,4/13/2023,53,0,46,,727G,,,727H,,,S-1,,,S-2R,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 38,,,,,,,,,,,,,,CAT-A,N,
PH-HSB,,NR_00053,PH-HSB NR_00053,4/13/2023,53,0,46,,727G,,,727H,,,S-1,,,S-2R,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 38,,,,,,,,,,,,,,CAT-A,N,
PH-HSB,,NR_00054,PH-HSB NR_00054,4/13/2023,53,0,46,,727H,,,727I,,,S-1,,,S-2R,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 38,,,,,,,,,,,,,,CAT-A,N,
PH-HSB,,NR_00055,PH-HSB NR_00055,4/13/2023,55,0,HOR STAB R,,,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 55-30-01,,,,,,,Y,3,mm,11,mm,,mm,CAT-A,N,
PH-HSB,,NR_00056,PH-HSB NR_00056,4/13/2023,53,0,44,,540,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 40,,,,,,,,,,,,,,CAT-A,N,
PH-HSB,,NR_00057,PH-HSB NR_00057,4/13/2023,53,0,44,,540,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 53-00-01-2R Repair 40,,,,,,,,,,,,,,CAT-A,N,
PH-HSB,,NR_00058,PH-HSB NR_00058,4/13/2023,53,0,47,,,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,,,,,,,,,,,,,,,,,
PH-HSB,,NR_00059,PH-HSB NR_00059,4/13/2023,55,0,HOR STAB L,,,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,Y,FASTENER REPLACEMENT,SRM 55-30-01,,,,,,,,,,,,,,CAT-A,N,
PH-HSB,,NR_00060,PH-HSB NR_00060,4/13/2023,55,0,HOR STAB L,,,,,,,,,,,,,,,,,,L-STRIKE,,,OUT,,,,,,,,,,,,,,,,,,,,
PH-HSB,,NR_00061,PH-HSB NR_00061,4/13/2023,53,0,43,,380,,,400,,,S-11L ,,,,,,,,,,L-STRIKE,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01-2R Repair 38,,,,,,,Y,8,mm,33,mm,,mm,CAT-A,N,
PH-HSK,,WO6040178-1 seq 505,SDR_022_WO6040178,6/4/2023,53,0,46,,,,,,,,S-15L,,,,,,,,,,DENT,,,IN,SRM 53-00-01 AD1 ,N,DENT (IN LIMITS),SRM 53-00-01 AD1 ,40,mm,33,mm,"0,43",mm,,,,,,,,,,
PH-HSK,,,SDR_023_WO6040156,6/4/2023,,,,,,,,,,,,,,,,,,,,,CORROSION,,,,,,,,,,,,,,,,,,,,,,,
PH-HSK,,WO6040163-1 seq 501,SDR_024_WO6040163,6/4/2023,53,0,47,,907,,,927,,,S-21L,,,S-22L,,,,,,,CORROSION,,,IN,SRM 53-00-01 AD1 Fig 103 Detail D,Y,BLEND REPAIR,SRM 51-10-04,,,,,,,Y,28,mm,75,mm,"3,12",mm,N/A,N,
PH-HSK,,WO604165-1 seq 502,SDR_025_WO6040165,6/4/2023,52,30,43,,"471,775",54,mm,,,,DOOR-CRG-A,,,,,,,,,,DENT,143A6110-43,PMC-00358,IN,SRM 52-30-01 AD1 Fig 103 Detail F,N,DENT (IN LIMITS),,50,mm,34,mm,"0,23",mm,,,,,,,,,,
PH-HSK,,,SDR_026_WO6040185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH-HSK,,WO6040311-1 seq 521,SDR_027_WO6040311,6/4/2023,51,10,Panel 114BW,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 51-10-02 ,,,,,,,Y,,,,,,,CAT-B,N,EC/TC 380250-1
PH-HSK,,WO6040198-1 seq 511,SDR_028_WO6040198,6/4/2023,51,10,Panel 113BW,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 51-10-02 ,,,,,,,Y,,,,,,,CAT-B,N,EC/TC380247-1
PH-HSK,,WO6040423-1 seq 550,SDR_029_WO6040423,7/4/2023,57,42,WING LH,Slat O/Board Edge 65mm from T/E,SLAT-1,,,,,,,,,,,,,,,,DELAM,114A5010-207,5753,OUT,,Y,COMPOSITE REPAIR,SRM 51-70-10,,,,,,,,,,,,,,CAT-A,N,
PH-HSK,,WO6041181-1 seq 589,SDR_030_WO6041181,8/4/2023,57,70,WING LH,From TE 235mm,SPOILER-1,,,,,,,,,,,,,,,,DENT,113A4200-3,43853,IN,SRM 57-70-01 Para 4B AD1,N,DENT (IN LIMITS),,7,mm,7,mm,"0,13",mm,,,,,,,,,,
,,,,,,,,From INBD 700mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH-HSK,,,SDR_031_WO6041184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH-HSK,,WO6041239-1 seq 594,SDR_032_WO6041239,8/4/2023,57,70,WING LH,Lower side O/Board LE,SPOILER-6,,,,,,,,,,,,,,,,GOUGE,113A4600-7,43645,OUT,,Y,BLEND REPAIR,RDR No. CZT-TAV-23-0178-02B,,,,,,,Y,"6,35",mm,"6,35",mm,"0,173",mm,CAT-A,N,
PH-HSK,,WO6041247-1 seq 595,SDR_033_WO6041247,8/4/2023,57,70,WING RH,Lower side O/Board LE,SPOILER-7,,,,,,,,,,,,,,,,GOUGE,113A4600-8,43540,OUT,,Y,BLEND REPAIR,RDR No. CZT-TAV-23-0177-04B,,,,,,,Y,,,,,,,CAT-A,N,
PH-HSK,,WO6040572-1 seq 577,SDR_034_WO6040572,8/4/2023,,,WING LH,Winglet,WINGTIP,,,,,,,,,,,,,,,,CORROSION,,,IN,,,,,,,,,,,,,,,,,,,,
PH-HSK,,WO6041147-1 seq 581,SDR_035_WO6041147,8/4/2023,,,WING RH,Winglet,WINGTIP,,,,,,,,,,,,,,,,CORROSION,,,IN,,,,,,,,,,,,,,,,,,,,
PH-HSK,,WO6021401-1 seq 484,SDR_036_WO6021401,9/3/2023,53,80,48,LH topside of Tailcone,,,,,,,,,,,,,,,,,DENT,,,OUT,,Y,COMPOSITE REPAIR,SRM 53-80-70-2R,,,,,,,,,,,,,,CAT-A,N,
PH-HSK,,WO6041158-1 seq 585 (1),SDR_037_WO6041158,8/4/2023,57,,WING RH,"Inboard LE skin, 225mm from outboard end",WINGTIP,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,STC AP537.1-0632,,,,,,,Y,30,mm,110,mm,,,CAT-A,N,
PH-HSK,,WO6041158-1 seq 585 (2),SDR_037_WO6041158,8/4/2023,57,,WING RH,"Outboard LE skin, 630mm from inboard end",WINGTIP,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,STC AP537.1-0632,,,,,,,Y,20,mm,130,mm,,,CAT-A,N,
PH-HSK,,WO6041158-1 seq 585 (3),SDR_037_WO6041158,8/4/2023,57,,WING RH,"Outboard LE skin, 730mm from outboard end",WINGTIP,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,STC AP537.1-0632,,,,,,,Y,20,mm,90,mm,,,CAT-A,N,
PH-HSK,,WO6052001-1 seq 610,SDR_038_WO6052001,9/4/2023,57,,WING RH,Damage on TE,Damage on TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH-HSK,,WO6052045-1 seq 635,SDR_039_WO6052045,9/4/2023,57,53,WING RH,RH Inboard Main flap 511mm from Flap TE,FLAP-MN-IN,,,,,,,,,,,,,,,,CHAFING,113A2100-72,,OUT,,Y,REWORK,SRM 57-53-01-1A-1,47,mm,14,mm,"0,1",mm,,,,,,,,CAT-A,N,
PH-HSK,,WO6052011-1 seq 617,SDR_040_WO6052011,9/4/2023,57,42,WING LH,Slat No.3 Mid part lower TE,SLAT-3,,,,,,,,,,,,,,,,CORROSION,114A5030-207,5938,OUT,,Y,BLEND REPAIR,SRM 57-42-01 AD1,,,,,,,Y,,,,,,,CAT-A,N,
PH-HSK,,WO6052432-1 seq 670,SDR_041_WO6052432,11/4/2023,57,,WING LH,LH Wing flap support fairing No.3,FLAP-MN-IN,,,,,,,,,,,,,,,,DELAM,113A9350-201,,OUT,,Y,COMPOSITE REPAIR,RDR No. CZT-TAV-23-0173-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSK,,WO6052433-1 seq 671,SDR_042_WO6052433,11/4/2023,57,,WING RH,RH Wing flap support fairing No.6,FLAP-AFT-OB,,,,,,,,,,,,,,,,DELAM,113A9350-202,RD1224938,OUT,,Y,COMPOSITE REPAIR,RDR No. CZT-TAV-23-0172-04B,32,mm,25,mm,,,,,,,,,,CAT-A,N,
PH-HSK,,WO6052541-1 seq 683,SDR_043_WO6052541,12/4/2023,57,53,WING LH,LH outboard Flap lower surface,FLAP-MN-OB,,,,,,,,,,,,,,,,DENT,113A3700-27,5282,IN,SRM 57-53-01-1A,N,DENT (IN LIMITS),,10,mm,12,mm,"0,10",mm,,,,,,,,,,
PH-HSK,,WO6052738-1 seq 687,SDR_044_WO6052738,12/4/2023,57,53,WING LH,LH outboard Flap close to TE,FLAP-MN-OB,,,,,,,,,,,,,,,,DENT,113A3700-27,5282,IN,SRM 57-53-01-1A,N,DENT (IN LIMITS),,60,mm,45,mm,"1,15",mm,,,,,,,,,,
PH-HSK,,WO6052425-1 seq 666 (1),SDR_045_WO6052425,11/4/2023,53,70,47,,967,-135,mm,RH Door sill,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-70-15-1A PARA4D,,,,,,,Y,50,mm,130,mm,"0,07",mm,CAT-A,N,
PH-HSK,,WO6052425-1 seq 666 (2),SDR_045_WO6052425,11/4/2023,53,70,47,,967,-30,mm,RH Door sill,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-70-15-1A PARA4D,,,,,,,Y,35,mm,60,mm,"0,05",mm,CAT-A,N,
PH-HSK,,WO6052425-1 seq 666 (3),SDR_045_WO6052425,11/4/2023,53,70,47,,967,55,mm,RH Door sill,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-70-15-1A PARA4D,,,,,,,Y,15,mm,20,mm,"0,03",mm,CAT-A,N,
PH-HSK,,WO6052425-1 seq 666 (4),SDR_045_WO6052425,11/4/2023,53,70,47,,967,300,mm,RH Door sill,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-70-15-1A PARA4D,,,,,,,Y,20,mm,35,mm,"0,04",mm,CAT-A,N,
